Tipo de Carta,Nombre de Carta,Texto de la Carta,Tipo de Magia,Tipo de Trampa,Tipo de Monstruo,Atributo,Nivel/Rango/Escala/Enlace,ATK,DEF,Fecha de Publicación de la Carta,Rareza,Método de Obtención
Monstruo,Amo Triramide,"Una vez por turno: puedes mandar al Cementerio 1 carta ""Trirámide"" boca arriba que controles, y después seleccionar 1 carta Colocada en el Campo; destrúyela. Una vez por turno, durante el turno de tu adversario: puedes seleccionar 1 Carta Mágica de Campo ""Trirámide"" en tu Zona del Campo; mándala al Cementerio y, si lo haces, activa, desde tu Deck, 1 Carta Mágica de Campo ""Trirámide"" con nombre diferente (éste es un Efecto Rápido)",#,#,Roca,Tierra,4,1800,700,19/06/2019,SR,Caja Mini
Monstruo,Alfa el Guerrero Magnetico Electronico,"Si esta carta es Invocada de Modo Normal o Especial: puedes añadir a tu mano, desde tu Deck, 1 monstruo ""Guerrero Magno"" de Nivel 8. Sólo puedes usar este efecto de ""Alfa el Guerrero Magnético Electrónico"" una vez por turno. Durante el turno de tu adversario: puedes Sacrificar esta carta; Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Guerrero Magnético"" de Nivel 4 (éste es un Efecto Rápido",#,#,Roca,Tierra,3,1700,1100,19/06/2019,SR,Caja Mini
Monstruo,Gamma el Guerrero Magnetico Electronico,"Si esta carta es Invocada de Modo Normal o Especial: puedes Invocar de Modo Especial, desde tu mano, 1 monstruo ""Guerrero Magnético"" de Nivel 4 o menor, excepto ""Gamma el Guerrero Magnético Electrónico"". Sólo puedes usar este efecto de ""Gamma el Guerrero Magnético Electrónico"" una vez por turno. Durante el turno de tu adversario: puedes Sacrificar esta carta; Invoca de Modo Especial, desde tu Deck, 1 monstruo ""Guerrero Magnético"" de Nivel 4 (éste es un Efecto Rápido).",#,#,Roca,Tierra,3,800,2000,19/06/2019,SR,Caja Mini
Monstruo,Cazador Triramide,"Si una Carta Mágica de Campo está boca arriba en el Campo, puedes Invocar de Modo Normal 1 monstruo de Tipo Roca además de tu Invocación Normal/Colocada. (Sólo puedes ganar este efecto una vez por turno). Una vez por turno, durante el turno de tu adversario: puedes seleccionar 1 Carta Mágica de Campo ""Trirámide"" en tu Zona del Campo; mándala al Cementerio y, si lo haces, activa, desde tu Deck, 1 Carta Mágica de Campo ""Trirámide"" con nombre diferente (éste es un Efecto Rápido).",#,#,Roca,Tierra,3,1400,1100,19/06/2019,R,Caja Mini
Monstruo,Bailarina Triramide,"Una vez por turno: puedes seleccionar 1 carta ""Trirámide"" en tu Cementerio; barájala al Deck y, si lo haces, todos los monstruos de Tipo Roca que controles ganan 500 ATK y DEF. Una vez por turno, durante el turno de tu adversario: puedes seleccionar 1 Carta Mágica de Campo ""Trirámide"" en tu Zona del Campo; mándala al Cementerio y, si lo haces, activa desde tu Deck 1 Carta Mágica de Campo ""Trirámide"" con nombre diferente (éste es un Efecto Rápido).",#,#,Roca,Tierra,3,600,1900,19/06/2019,N,Caja Mini
Monstruo,Ciber Dragon,"Si sólo tu adversario controla monstruos, puedes Invocar esta carta de Modo Especial (desde tu mano).",#,#,Maquina,Luz,5,2100,1600,12/07/2019,UR,Caja Grande
Monstruo,Cristron Azufafnir,"Si esta carta está en tu mano o Cementerio: puedes descartar 1 carta ""Cristron"", excepto ""Cristron Azufafnir""; Invoca esta carta de Modo Especial en Posición de Defensa, y después destruye 1 carta que controles. Si esta carta en el Campo es destruida en batalla o por efecto de una carta: puedes Invocar de Modo Especial, desde tu Deck, 1 monstruo ""Cristron"" en Posición de Defensa. Sólo puedes usar cada efecto de ""Cristron Azufafnir"" una vez por turno",#,#,Maquina,Agua,5,2000,1500,12/07/2019,UR,Caja Grande
Monstruo,Diva del Oceano Profundo,"Cuando esta carta es Invocada de Modo Normal: puedes Invocar de Modo Especial, desde tu Deck, 1 monstruo Serpiente Marina de Nivel 3 o menor.",#,#,Serpiente Marina/Cantante,Agua,2,200,400,12/07/2019,UR,Caja Grande
Monstruo,Mecha Bestia Fantasma O-Leon,"Mientras controles una Ficha, esta carta no puede ser destruida en batalla o por efectos de cartas. Si esta carta es mandada al Cementerio: puedes Invocar de Modo Especial 1 ""Ficha Mecha Bestia Fantasma"" (Máquina/VIENTO/Nivel 3/ATK 0/DEF 0). Sólo puedes usar este efecto de ""Mecha Bestia Fantasma O-León"" una vez por turno. Puedes desterrar esta carta en tu Cementerio; inmediatamente después de que se resuelva este efecto, Invoca de Modo Normal, desde tu mano, 1 monstruo ""Mecha Bestia Fantasma"".",#,#,Maquina/Cantante,Viento,2,600,1000,12/07/2019,UR,Caja Grande
Monstruo,Cristron Smiger,"Puedes seleccionar 1 carta boca arriba que controles; por el resto de este turno, no puedes Invocar monstruos de Modo Especial desde el Deck Extra excepto Monstruos de Sincronía de Tipo Máquina y, además, destruye esa carta y, si lo haces, Invoca de Modo Especial, desde tu Deck, 1 Cantante ""Cristron"". Puedes desterrar esta carta en tu Cementerio; añade a tu mano 1 Carta Mágica/de Trampa ""Cristron"" en tu Deck. Sólo puedes usar 1 efecto de ""Cristron Smiger"" por turno, y sólo una vez ese turno.",#,#,Maquina,Agua,3,1000,1800,12/07/2019,SR,Caja Grande
Monstruo,Sirenarmada Abislinde,"Si esta carta en el Campo es destruida y mandada al Cementerio: puedes Invocar de Modo Especial, desde tu Deck, 1 monstruo ""Sirenarmado/a"" excepto ""Sirenarmada Abislinde"". Solo puedes usar el efecto de ""Sirenarmada Abislinde"" una vez por turno.",#,#,Aqua,Agua,3,1500,1200,12/07/2019,SR,Caja Grande
Monstruo,Cristron Citree,"Durante la Main Phase o Battle Phase de tu adversario: puedes seleccionar 1 monstruo que no sea Cantante en tu Cementerio; Invócalo de Modo Especial, pero ve sus efectos negados (si los tiene) y, si lo haces, inmediatamente después de que se resuelva este efecto, Invoca por Sincronía 1 Monstruo de Sincronía de Tipo Máquina usando sólo a ese monstruo y esta carta (éste es un Efecto Rápido). Estos Materiales de Sincronía son desterrados en lugar de ser mandados al Cementerio. Sólo puedes usar este efecto de ""Cristron Citree"" una vez por turno.",#,#,Maquina/Cantante,Agua,2,500,500,12/07/2019,SR,Caja Grande
Monstruo,Cristron Rosenix,"Puedes seleccionar 1 carta boca arriba que controles; por el resto de este turno, no puedes Invocar monstruos de Modo Especial desde el Deck Extra excepto Monstruos de Sincronía de Tipo Máquina y, además, destruye esa carta y, si lo haces, Invoca de Modo Especial, desde tu Deck, 1 Cantante ""Cristron"". Puedes desterrar esta carta en tu Cementerio; Invoca de Modo Especial 1 ""Ficha Cristron"" (Tipo Máquina/AGUA/Nivel 1/ATK 0/DEF 0), pero no ésta no puede ser Sacrificada. Sólo puedes usar 1 efecto de ""Cristron Rosenix"" por turno, y sólo una vez ese turno.",#,#,Maquina,Agua,4,1800,1000,12/07/2019,R,Caja Grande
Monstruo,Rana al Reves,"Una vez por turno, puedes voltear esta carta a Posición de Defensa boca abajo. Cuando esta carta es volteada boca arriba, puedes devolver a su mano una cantidad de monstruos que controle tu adversario igual a la cantidad de monstruos ""RANA"" que controles.",#,#,Aqua,Agua,2,500,200,12/07/2019,R,Caja Grande
Monstruo,Cristron Rion,"Durante la Main Phase o Battle Phase de tu adversario: puedes seleccionar 1 de tus monstruos que no sean Cantantes desterrados; Invócalo de Modo Especial, pero ve negados sus efectos (si los hay) y, si lo haces, inmediatamente después de que se resuelva este efecto, Invoca por Sincronía 1 Monstruo de Sincronía de Tipo Máquina usando sólo ese monstruo y esta carta (éste es un Efecto Rápido). Estos Materiales de Sincronía se barajan al Deck en lugar de ser mandados al Cementerio. Sólo puedes usar este efecto de ""Cristron Rión"" una vez por turno.",#,#,Maquina/Cantante,Agua,3,500,500,12/07/2019,N,Caja Grande
Monstruo,Cristron Prasiortle,"Puedes seleccionar 1 carta boca arriba que controles; por el resto de este turno, no puedes Invocar monstruos de Modo Especial desde el Deck Extra excepto Monstruos de Sincronía de Tipo Máquina y, además, destruye esa carta y, si lo haces, Invoca de Modo Especial, desde tu Deck, 1 Cantante ""Cristron"". Puedes desterrar esta carta en tu Cementerio; Invoca de Modo Especial, desde tu mano, 1 monstruo ""Cristron"". Sólo puedes usar 1 efecto de ""Cristron Prasiortle"" por turno, y sólo una vez ese turno.",#,#,Maquina,Agua,2,500,2000,12/07/2019,N,Caja Grande
Monstruo,Cristron Quan,"Durante la Main Phase o Battle Phase de tu adversario: puedes Invocar de Modo Especial, desde tu mano, 1 monstruo que no sea Cantante, pero ve sus efectos negados (si los tiene) y, si lo haces, inmediatamente después de que se resuelva este efecto, Invoca por Sincronía 1 Monstruo de Sincronía de Tipo Máquina usando sólo a ese monstruo y esta carta (este es un Efecto Rápido). Sólo puedes usar este efecto de ""Cristron Quan"" una vez por turno.",#,#,Maquina/Cantante,Agua,1,500,500,12/07/2019,N,Caja Grande
Monstruo,Dragon Cañon Forajido,"Si uno o más monstruos Máquina de OSCURIDAD boca arriba que controlas son destruidos en batalla o por efecto de una carta: puedes Invocar esta carta de Modo Especial desde tu mano. Una vez por turno, durante la Battle Phase (Efecto Rápido): puedes lanzar una moneda 3 veces; destruye hasta tantos monstruos boca arriba en el Campo como el número de caras, y después, si el resultado fue 3 caras, roba 1 carta. Esta carta no puede atacar en el turno en el que es activado este efecto. Si esta carta es mandada al Cementerio: puedes añadir a tu mano 1 monstruo de Nivel 7 o menor en tu Deck que tenga un efecto de lanzamiento de moneda.",#,#,Maquina,Oscuridad,8,2800,2200,24/07/2019,UR,Estructura
Monstruo,Araña Explosiva BM-4,"Una vez por turno: puedes seleccionar 1 monstruo Máquina de OSCURIDAD que controles y 1 carta boca arriba que controle tu adversario; destrúyelos. Si un monstruo que controlas que originalmente era una Máquina de OSCURIDAD destruye uno o más monstruos del adversario en batalla o por efecto de una carta y los manda al Cementerio: puedes infligir daño a tu adversario igual a la mitad del ATK original de 1 de esos monstruos destruidos y mandados al Cementerio. Sólo puedes usar este efecto de ""Araña Explosiva BM-4"" una vez por turno.",#,#,Maquina,Oscuridad,4,1400,2200,24/07/2019,SR,Estructura
Monstruo,Zombi Esparceplaga,"Si esta carta está en tu Cementerio: puedes poner en la parte superior del Deck 1 carta en tu mano; Invoca esta carta de Modo Especial, pero destiérrala cuando deje el Campo.",#,#,Zombi/Cantante,Oscuridad,2,400,200,13/08/2019,UR,Caja Mini
Monstruo,Asesino Revengamiedo,"Puedes Invocar esta carta por Ritual con cualquier Mágica de Ritual ""Vengamiedo"". Una vez por batalla, si esta carta batalla con un monstruo del adversario, durante el cálculo de daño (Efecto Rápido): puedes desterrar 1 monstruo Zombi en tu Cementerio; esta carta gana 300 ATK. Si esta carta Invocada por Ritual es mandada al Cementerio: puedes añadir a tu mano 1 Mágica de Ritual en tu Deck y, si lo haces, manda al Cementerio 1 monstruo ""Vengamiedo"" en tu Deck. Sólo puedes usar este efecto de ""Asesino Revengamiedo"" una vez por turno.",#,#,Zombi/Ritual,Oscuridad,6,2400,0,13/08/2019,UR,Caja Mini
Monstruo,Renacidos Vengamiedo,"Si esta carta en tu posesión es destruida por una carta de tu adversario (en batalla o por efecto de una carta) y mandada a tu Cementerio: puedes Invocar esta carta de Modo Especial, pero destiérrala cuando deje el Campo. Un monstruo ""Vengamiedo"" Invocado por Ritual usando esta carta en el Campo gana este efecto. Sólo puedes usar el precedente efecto de ""Renacidos Vengamiedo"" una vez por turno. -Una vez por turno (Efecto Rápido): puedes seleccionar 1 monstruo Invocado de Modo Especial que controle tu adversario; destiérralo.",#,#,Zombi,Oscuridad,4,1800,200,13/08/2019,SR,Caja Mini
Monstruo,Ejecutor Revengamiedo,"Puedes Invocar esta carta por Ritual con cualquier Mágica de Ritual ""Vengamiedo"". El nombre de esta carta se convierte en ""Asesino Revengamiedo"" mientras esté en el Campo. Mientras esta carta Invocada por Ritual esté en el Campo, tu adversario no puede seleccionar cartas que tú controles con efectos de cartas, excepto esta carta. Si esta carta Invocada por Ritual es destruida en batalla, o es destruida por el efecto de una carta del adversario mientras está en la Zona de Monstruos de su dueño: puedes añadir a tu mano 1 carta ""Vengamiedo"" en tu Deck. Sólo puedes usar este efecto de ""Ejecutor Revengamiedo"" una vez por turno.",#,#,Zombi/Ritual,Oscuridad,8,3000,0,13/08/2019,R,Caja Mini
Monstruo,Señor de la Batalla Vengamiedo,"Puedes Invocar esta carta por Ritual con cualquier Mágica de Ritual ""Vengamiedo"". Puedes desterrar 1 carta ""Vengamiedo"" en tu Cementerio y declarar 1 tipo de carta (Monstruo, Mágica o de Trampa); por el resto de este turno, tu adversario no puede activar cartas o efectos de este tipo. Si esta carta Invocada por Ritual es mandada al Cementerio: puedes añadir a tu mano 1 Monstruo Ritual en tu Deck y, si lo haces, manda al Cementerio 1 monstruo ""Vengamiedo"" en tu Deck. Sólo puedes usar cada efecto de ""Señor de la Batalla Vengamiedo"" una vez por turno.",#,#,Zombi/Ritual,Oscuridad,7,2700,0,13/08/2019,R,Caja Mini
Monstruo,Sabuemultitud Vengamiedo,"Si esta carta está en tu Cementerio: puedes descartar 1 carta ""Vengamiedo""; Invoca esta carta de Modo Especial, pero destiérrala cuando deje el Campo. Un monstruo ""Vengamiedo"" Invocado por Ritual usando esta carta en el Campo gana el siguiente efecto. Sólo puedes usar cada uno de los efectos precedentes de ""Sabuemultitud Vengamiedo"" una vez por turno. -Una vez por turno (Efecto Rápido): puedes seleccionar 1 Mágica/Trampa que controle tu adversario; destiérrala.",#,#,Zombi,Oscuridad,3,0,2100,13/08/2019,N,Caja Mini
Monstruo,Adivinadora Luz,"El ATK/DEF de esta carta se convierten en su Nivel x 200. Una vez por turno, durante tu Standby Phase: aumenta en 1 el Nivel de esta carta (máx. 12). Cuando esta carta boca arriba deja el Campo por el efecto de una carta: puedes Invocar de Modo Especial, desde tu Deck, 1 monstruo ""Adivinadora"".",#,#,Lanzador de Conjuros,Luz,1,-1,-1,27/08/2019,UR,Gratis
Monstruo,Adivinadora Tierra,"El ATK y la DEF de esta carta son iguales a su Nivel x 400. Durante cada una de tus Standby Phases, incrementa en 1 el Nivel de esta carta (max. 12). Cuando el Nivel de esta carta sube, inflige 400 puntos de daño a tu adversario.",#,#,Lanzador de Conjuros,Tierra,6,-1,-1,27/08/2019,SR,Gratis
Monstruo,Adivinadora Viento,"El ATK y la DEF de esta carta son iguales a su Nivel x 300. Durante cada una de tus Standby Phases, incrementa en 1 el Nivel de esta carta (max. 12). Cuando Invocas esta carta de Modo Normal, puedes destruir una cantidad de Cartas Mágicas o de Trampa que controle tu adversario igual a la cantidad de monstruos ""Adivinadora"" boca arriba que controles.",#,#,Lanzador de Conjuros,Viento,3,-1,-1,27/08/2019,SR,Gratis
Monstruo,Adivinadora Pasado,"El ATK/DEF de esta carta se convierte en su Nivel x 200. Una vez por turno, durante tu Standby Phase: aumenta el Nivel de esta carta en 1 (máx. 12). Puedes seleccionar 1 monstruo ""Adivinadora"" que controles; destierra cualquier cantidad de otros monstruos Lanzador de Conjuros en tu mano, Campo y/o Cementerio y, si lo haces, hasta el final de este turno, aumenta o reduce el Nivel de ese monstruo en el número de monstruos desterrados. Sólo puedes usar este efecto de ""Adivinadora Pasado"" una vez por turno.",#,#,Lanzador de Conjuros/Cantante,Oscuridad,1,-1,-1,31/08/2019,SR,Caja Grande
Monstruo,Flor Cardian Arce con Ciervo,"No puede ser Invocada de Modo Normal/Colocada. Debe ser primero Invocada de Modo Especial (desde tu mano), Sacrificando 1 monstruo ""Flor Cardian"", excepto ""Flor Cardian Arce con Ciervo"". Si esta carta es Invocada de Modo Especial: roba 1 carta y, si lo haces, enséñala y después, si es un monstruo ""Flor Cardian"", puedes destruir 1 Carta Mágica/de Trampa que controle tu adversario. De otra forma, mándalo al Cementerio.",#,#,Guerrero,Oscuridad,10,1000,1000,31/08/2019,R,Caja Grande
Monstruo,Flor Cardian Trebol con Jabali,"No puede ser Invocada de Modo Normal/Colocada. Debe ser primero Invocada de Modo Especial (desde tu mano), Sacrificando 1 monstruo ""Flor Cardian"", excepto ""Flor Cardian Trébol con Jabalí"". Si esta carta es Invocada de Modo Especial: roba 1 carta y, si lo haces, enséñala y después, si es un monstruo ""Flor Cardian"", puedes destruir 1 monstruo que controle tu adversario. De otra forma, mándalo al Cementerio.",#,#,Guerrero,Oscuridad,7,1000,1000,31/08/2019,R,Caja Grande
Monstruo,Flor Cardian Pino,"Si esta carta es Invocada de Modo Normal: roba 1 carta, enséñala, y después mándala al Cementerio a menos de que sea un monstruo ""Flor Cardian"". Sólo puedes usar este efecto de ""Flor Cardian Pino"" una vez por turno. Si esta carta es destruida en batalla y mandada al Cementerio, o si esta carta en tu posesión es destruida por efecto de una carta del adversario y mandada a tu Cementerio: puedes robar 1 carta.",#,#,Guerrero,Oscuridad,1,100,100,31/08/2019,R,Caja Grande
